Length,Boat,Year,PriceUSD,Type,Use,NofE,Fuel,Hull
46,Bavaria 46 ,2005,195000,S,U,S,D,FG
46,Bavaria 46 Cruiser ,2007,136481,S,U,S,D,FG
46,Bavaria 46 Cruiser ,2007,135234,S,U,S,D,FG
46,Bavaria 46 Cruiser ,2015,116770,S,N,S,D,FG
46,Bavaria 46 Cruiser ,2006,96596,S,U,S,D,FG
46,Bavaria 46 Cruiser ,2006,84787,S,U,S,D,FG
46,Bavaria 46 Exclusive ,1997,169000,S,U,S,D,FG
46,Bavaria 47 ,2002,108437,S,U,S,O,FG
46,Bavaria Cruiser 45 ,2010,189453,S,U,S,D,FG
46,Bavaria Cruiser 46 ,2014,326502,S,U,S,D,FG
46,Bavaria Cruiser 46 ,2006,182988,S,U,O,O,FG
46,Bavaria 46 Cruiser ,2006,165000,S,U,S,D,FG
46,Beneteau 46 ,2009,272000,S,U,S,D,FG
46,Beneteau 46 ,2008,249900,S,U,S,D,FG
46,Beneteau 46 ,2008,249900,S,U,S,D,FG
46,Beneteau 46 ,2007,249900,S,U,S,D,FG
46,Beneteau 46 ,2008,239900,S,U,S,D,FG
46,Beneteau 46 ,2007,205000,S,U,S,D,FG
46,Beneteau 46' ,2009,245000,S,U,S,D,FG
46,Beneteau 461 ,1997,245000,S,U,S,D,FG
46,Beneteau 461 ,1998,132000,S,U,O,O,FG
46,Beneteau461 Oceanis Cl... ,1999,149568,S,U,S,D,FG
46,Beneteau461 with Furli... ,1999,164900,S,U,S,D,FG
46,Beneteau First 45 ,2008,267976,S,U,S,D,FG
46,Beneteau First 45 ,2009,199424,S,U,S,D,FG
46,Beneteau First 45 F5 ,1991,105944,S,U,S,D,FG
46,Beneteau First 45f5 ,1992,105944,S,U,S,D,FG
46,Beneteau First 45f5 ,1995,87248,S,U,S,D,FG
46,Beneteau First 45f5 ,1991,74784,S,U,S,D,FG
46,BeneteauFirst 45f5 Own... ,1994,137104,S,U,S,D,FG
46,Beneteau First 47.7 ,2002,112176,S,U,S,D,FG
46,Beneteau Oceanis 46 ,2008,216729,S,U,S,D,FG
46,Beneteau Oceanis 46 ,2007,204157,S,U,S,D,FG
46,Beneteau Oceanis 46 ,2008,203380,S,U,S,D,FG
46,Beneteau Oceanis 46 ,2008,188460,S,U,S,D,FG
46,Beneteau Oceanis 46 ,2008,185714,S,U,S,D,FG
46,Beneteau Oceanis 46 ,2009,174496,S,U,S,D,FG
46,Beneteau Oceanis 46 ,2008,174247,S,U,S,D,FG
46,Beneteau Oceanis 461 ,1999,224663,S,U,S,D,FG
46,Beneteau Oceanis 461 ,2000,197308,S,U,S,D,FG
46,Beneteau Oceanis 461 ,1999,169900,S,U,S,D,FG
46,Beneteau Oceanis 461 ,1998,108437,S,U,S,D,FG
46,Beneteau Oceanis 47.3 ,2002,149568,S,U,S,D,FG
46,Beneteau Oceanis 47.3 ,2000,124640,S,U,S,O,FG
46,Beneteau Oceanis 473 ,2004,168264,S,U,S,D,FG
46,Beneteau Oceanis 473 ,2002,160786,S,U,S,D,FG
46,Beneteau Oceanis 473 ,2003,149568,S,U,S,D,FG
46,Beneteau Oceanis 473 ,2002,149568,S,U,S,D,FG
46,Beneteau Oceanis 473 ,2000,149568,S,U,S,D,FG
46,Beneteau Oceanis 473 ,2002,130872,S,U,S,D,FG
46,Beneteau Oceanis 473 ,2002,130872,S,U,S,D,FG
46,Beneteau Oceanis 473 ,2003,115915,S,U,S,D,FG
46,Beneteau Oceanis 473 ,2001,109683,S,U,S,D,FG
46,Beneteau Oceanis 473 ,2003,86002,S,U,S,D,FG
46,BeneteauOceanis 473 Cl... ,2001,160786,S,U,O,O,FG
46,BeneteauOceanis 473 Ow... ,2003,124640,S,U,S,D,FG
46,Beneteau Sense 46 ,2015,336087,S,N,S,D,FG
46,Beneteau Oceanis 473 ,2006,198178,S,U,O,O,FG
46,Beneteau Oceanis 473 ,2000,124640,S,U,S,O,O
46,Botin & Carkeek 46 ,1998,124640,S,U,S,D,FG
46,Cambria 46 by Cabo Rico ,1993,265000,S,U,S,D,FG
46,Cantiere Del PardoGran... ,2002,235570,S,U,S,D,FG
46,Colin Archer ,1995,185714,S,U,S,D,ST
46,Comar Comet 45 S ,2007,317832,S,U,S,D,FG
46,Comar Comet 450 ,2008,324064,S,U,S,D,FG
46,Comar Comet 45s ,2007,317832,S,U,S,D,FG
46,Comet 45 Sport ,2007,317832,S,U,S,D,FG
46,Comet 45 Sport ,2008,248034,S,U,S,D,FG
46,Concord 47.5 Koopmans ,1998,411312,S,U,S,D,AL
46,Condor Condor 52 ,1988,49856,S,U,S,D,FG
46,Conrad 46 ,1986,123394,S,U,S,D,FG
46,Custom Charles MorganU... ,1986,149900,S,U,S,D,FG
46,Dehler 46 ,2015,469947,S,N,S,D,CP
46,Dehler 47 ,2005,297890,S,U,S,D,FG
46,Dehler 47' ,2005,572098,S,U,S,D,FG
46,Dehler 47 ,2005,372674,S,U,S,D,FG
46,Dk 46 ,2004,280440,S,U,S,D,FG
46,Dk Yachts DK 46 ,2003,311600,S,U,S,D,CP
46,Dk Yachts DK46 ,2004,386384,S,U,S,D,CP
46,Dufour Gib Sea 47.2 ,1993,105944,S,U,S,D,FG
46,Finngulf FG 46 ,2007,350000,S,U,S,D,FG
46,FormosaPeterson Center... ,1978,110000,S,U,S,D,FG
46,Fountaine Pajot Bahia 46 ,2007,317832,S,U,T,D,FG
46,Fountaine Pajot Bahia 46 ,2002,224352,S,U,T,D,FG
46,Freydis ,2008,627875,S,U,T,D,CP
46,Gib'sea 472 ,1994,92234,S,U,O,O,FG
46,Graham Radford DesignF... ,1994,80000,S,U,S,D,AL
46,Grand Soleil 46 S ,2010,361456,S,U,S,D,CP
46,Grand Soleil 46,2004,186960,S,U,S,D,FG
46,Grand Soleil 46.3 ,2002,224352,S,U,S,D,FG
46,Grand Soleil 46.3 ,2001,218120,S,U,S,D,FG
46,Grand Soleil 46.3 ,2002,199424,S,U,S,D,FG
46,Grand Soleil 46.3 ,1999,249280,S,U,S,D,FG
46,Hallberg-Rassy ,1989,335282,S,U,S,D,FG
46,Hanse 461 ,2006,251201,S,U,S,D,FG
46,Hanse 461 ,2005,246787,S,U,S,D,CP
46,Hanse 461 ,2005,232754,S,U,S,D,FG
46,Hanse 461 ,2006,198178,S,U,S,D,O
46,Hanse 470 ,2012,316586,S,U,S,D,FG
46,Hanse 470 ,2007,298800,S,U,S,D,FG
46,Hanse 470 ,2010,272962,S,U,S,D,FG
46,Hanse 470 ,2008,205656,S,U,S,D,FG
46,Hanse 470 ,2008,180728,S,U,S,D,FG
46,Hanse 470 ,2008,174371,S,U,S,D,FG
46,Hanse 470 e ,2010,236816,S,U,S,D,FG
46,Hanse 470 e ,2008,180728,S,U,S,D,FG
46,Hanse 470 e 470e ,2007,174496,S,U,S,D,FG
46,Hanse 470e ,2007,236816,S,U,S,D,FG
46,Hanse 470e ,2008,224352,S,U,S,D,FG
46,Hanse 470e ,2009,211888,S,U,S,D,FG
46,Hanse 470e ,2008,210642,S,U,S,D,FG
46,Hanse 470e ,2008,199424,S,U,S,D,FG
46,Hanse 470e ,2008,175574,S,U,S,D,FG
46,Harmony 47 ,2007,118408,S,U,S,D,FG
46,Hunter 460 ,1999,199000,S,U,S,D,FG
46,Hunter 460 ,2000,170000,S,U,T,D,FG
46,Hunter 466 ,2002,249000,S,U,S,D,FG
46,Hunter 466 ,2004,199500,S,U,S,D,FG
46,Hunter 466 ,2004,173900,S,U,S,D,FG
46,Hunter 466 ,2003,139000,S,U,S,D,FG
46,Hunter 466 bow thruster ,2004,185000,S,U,S,D,FG
46,Hylas 46 ,1996,279000,S,U,S,D,FG
46,Island Packet 440 ,2006,431888,S,U,S,D,FG
46,Island Packet440 - px ... ,2009,510413,S,U,S,D,FG
46,J Boats J 46 J/46 J46 ,2000,295000,S,U,S,D,FG
46,J Boats J/46 ,2006,495000,S,U,S,D,FG
46,Jeanneau 469 ,2014,355224,S,U,S,D,FG
46,Jeanneau 469 ,2015,330700,S,N,S,D,FG
46,Jeanneau Sun Odyssey 45 ,2006,221859,S,U,S,D,FG
46,Jeanneau Sun Odyssey 45.2 ,2003,149568,S,U,S,D,FG
46,Jeanneau Sun Odyssey 45.2 ,1998,125561,S,U,S,D,FG
46,Jeanneau Sun Odyssey 45.2 ,2000,110000,S,U,S,D,FG
46,Jeanneau Sun Odyssey 469 ,2015,456661,S,N,S,D,FG
46,Jeanneau Sun Odyssey 469 ,2015,433383,S,N,S,D,FG
46,Jeanneau Sun Odyssey 469 ,2013,342760,S,U,S,D,FG
46,Jeanneau Sun Odyssey 469 ,2014,172767,S,U,S,D,FG
46,Johan Anker46 ft Gaff ... ,1907,259251,S,U,S,D,W
46,Kanter Pilothouse Cutter ,1988,185000,S,U,S,D,ST
46,Kelly Peterson CC Cruiser ,1990,195000,S,U,S,D,FG
46,Kettenburg PCC 46 ,1957,39900,S,U,S,D,W
46,Koral 46 ,1990,184467,S,U,S,D,FG
46,Marine Composite 46 ,2003,324064,S,U,S,D,CP
46,Marine ConceptsMC 46 R... ,2003,560880,S,U,S,D,FG
46,Mccurdy & RhodesCustom... ,1971,275000,S,U,S,D,AL
46,Med 46Modern Classic S... ,2003,173250,S,U,S,D,CP
46,Moody 46 ,1998,298238,S,U,S,D,FG
46,Mystic 46 ,1998,298395,S,U,S,D,FG
46,Najad 460 ,2001,497314,S,U,S,D,FG
46,Nautor Swan 46 ,2005,675000,S,U,S,D,FG
46,Nautor Swan 46 ,2007,654360,S,U,S,D,FG
46,Nautor Swan 46 ,2005,560880,S,U,S,D,FG
46,Nautor Swan 46 ,1991,280440,S,U,S,D,FG
46,Nautor Swan 46 MK II ,1991,295000,S,U,S,D,FG
46,Nautor Swan 46 MKI ,1985,295000,S,U,S,D,FG
46,Nautor Swan 46 ,2006,679288,S,U,S,D,FG
46,Nautor Swan 46 ,1987,299000,S,U,S,D,FG
46,Nautor Swan Swan 46 ,2007,860016,S,U,S,D,FG
46,Nautor Swan Swan 46.410 ,2005,468294,S,U,S,D,FG
46,North Wind 47 ,1985,243048,S,U,S,D,FG
46,Palmer Johnson Frers ,1976,49950,S,U,S,D,AL
46,S&S Design 2254 ,1976,120000,S,U,S,D,AL
46,Sadler Barracuda 45 ,1986,79770,S,U,S,D,CP
46,Southerly 135 ,2006,459000,S,U,S,D,FG
46,Southerly 46RS ,2006,577944,S,U,S,D,FG
46,Starlight 46 ,2002,234005,S,U,S,D,FG
46,Starlight 46 ,2002,234005,S,U,S,D,FG
46,Swan 46 ,2006,679288,S,U,S,D,FG
46,Sweden Yachts 45 ,2008,556750,S,U,S,D,FG
46,Sweden Yachts 45 ,2004,405080,S,U,S,D,FG
46,Sweden Yachts 45 ,2002,355224,S,U,S,D,FG
46,Sweden Yachts 45 ,2002,353363,S,U,S,D,FG
46,Sweden Yachts 45 ,2003,336528,S,U,S,D,FG
46,Sweden Yachts 45 ,2004,405080,S,U,S,D,FG
46,Tartan 46 ,1973,68000,S,U,S,D,FG
46,Tartan 4600 ,2003,349900,S,U,S,D,FG
46,Tartan 4600 ,1995,199000,S,U,S,D,FG
46,Tartan 4600 ,1993,189000,S,U,S,D,FG
46,Tournier SoubiseFreydi... ,2005,386384,S,U,T,D,FG
46,X-Yachts X-46 ,2004,378282,S,U,S,D,FG
46,X-Yachts X-46 ,2004,355224,S,U,S,D,FG
46,X-Yachts X-46 ,2008,348992,S,U,S,D,FG
46,X-Yachts X-46 ,2005,341514,S,U,S,D,FG
46,X-Yachts X-46 ,2002,322818,S,U,S,D,FG
46,X-Yachts X-46 ,2005,317832,S,U,S,D,FG
46,X-Yachts X-46 ,2004,311600,S,U,S,D,FG
46,X-Yachts X-46 ,2004,292904,S,U,O,O,FG
46,X-Yachts X-46 ,2004,292904,S,U,S,D,FG
46,X-Yachts X-46 ,2004,292904,S,U,S,D,FG
46,X-Yachts X-46 ,2004,286672,S,U,S,D,FG
46,X-Yachts X-46 ,2004,286672,S,U,S,D,FG
46,X-Yachts X-482 ,1996,229338,S,U,S,D,FG
45,Ad Boats Salona 45 ,2005,205033,S,U,S,D,FG
45,Ad Boats Salona 45 ,2005,162032,S,U,S,D,FG
45,Alden 45 Aft Cockpit ,1993,299000,S,U,S,D,FG
45,Anker & Jensen 8 m R ,1918,274208,S,U,S,D,W
45,Arcona 460 ,2007,416183,S,U,S,D,FG
45,Baltic 45 ,2009,492328,S,U,S,D,CP
45,Bavaria 44 ,2002,122147,S,U,S,D,FG
45,Bavaria 44 ,2002,97219,S,U,S,D,FG
45,Bavaria 44 ,2002,97219,S,U,S,D,FG
45,Bavaria 44 ,2003,89741,S,U,S,D,FG
45,Bavaria 44 ,2003,87248,S,U,S,D,FG
45,Bavaria 44 ,2002,72291,S,U,S,D,FG
45,Bavaria 46 Cruiser ,2007,112176,S,U,S,D,FG
45,Bavaria 46 Cruiser ,2006,107066,S,U,S,D,FG
45,Beluga 46 one-off ,2005,492328,S,U,S,D,CP
45,Beneteau 4 5f5 ,1991,95000,S,U,S,D,FG
45,Beneteau 45f5 ,1993,127000,S,U,S,D,FG
45,Beneteau First 45 ,2012,314021,S,U,S,D,FG
45,Beneteau First 45 ,2008,297890,S,U,S,D,FG
45,Beneteau First 45 ,2008,249280,S,U,S,D,FG
45,Beneteau First 45 ,2008,211888,S,U,S,D,FG
45,Beneteau First 45 ,2008,155800,S,U,S,D,FG
45,Beneteau First 45 F5 ,1992,180728,S,U,S,D,FG
45,Beneteau First 45 F5 ,1990,90987,S,U,S,D,FG
45,Beneteau First 456 ,1984,184118,S,U,S,D,FG
45,Beneteau First 456 ,1983,79000,S,U,S,D,FG
45,Beneteau First 45f5 ,1990,118408,S,U,S,D,FG
45,Beneteau First 45f5 ,1993,104074,S,U,S,D,FG
45,Beneteau First 45f5 ,1990,93418,S,U,S,D,FG
45,Beneteau OCEANIS 423 ,2005,120929,S,U,S,D,FG
45,Beneteau oceanis 45 ,2013,355000,S,U,S,D,FG
45,Beneteau oceanis 45 ,2013,350000,S,U,S,D,FG
45,Beneteau oceanis 45 ,2012,325000,S,U,S,D,FG
45,Beneteau oceanis 45 ,2012,243048,S,N,S,D,FG
45,Beneteau oceanis 45 ,2012,243048,S,U,S,D,FG
45,Beneteau oceanis 45 ,2014,162863,S,U,O,O,FG
45,Beneteau OCEANIS 46.1 ,2000,93480,S,U,S,D,FG
45,Beneteau Oceanis 461 ,2000,93480,S,U,S,D,FG
45,Beneteau Oceanis 473 ,2003,133365,S,U,S,D,FG
45,Boat Industry SystemHA... ,2007,81016,S,U,S,D,FG
45,Bowman 46 ,1976,101297,S,U,S,D,FG
45,Brin Wilson 45 ,1970,96838,S,U,S,D,W
45,Bristol 45.5 ,1980,124000,S,U,S,D,FG
45,C&C 45 Custom ,1980,51484,S,U,S,D,FG
45,Cantiere Del PardoGran... ,1989,143336,S,U,S,D,FG
45,Cantiere Del PardoGRAN... ,2004,311600,S,U,S,D,FG
45,Cantiere Del PardoGran... ,2001,155800,S,U,S,D,FG
45,Cantiere Del PradoGran... ,1989,143336,S,U,S,D,FG
45,Cantieri Del PardoGran... ,2005,267976,S,U,S,D,FG
45,Cantieri Del PardoGRAN... ,2001,224352,S,U,S,D,FG
45,Catalina 445 ,2013,339000,S,N,S,D,FG
45,Catalina 445 ,2010,309000,S,U,S,D,FG
45,Catalina Morgan Custom 45 ,1992,159900,S,U,S,D,FG
45,Comar Comet 45 Sport ,2007,311600,S,U,S,D,FG
45,Comar Yachts COMET 45 ,2008,218120,S,U,S,D,FG
45,Comar Yachts COMET 45 S ,2005,198178,S,U,S,G,FG
45,Comar Yachts COMET 45 S ,2005,173250,S,U,S,D,FG
45,Comet 45 ,2005,355224,S,U,S,D,FG
45,Comet 45 ,2010,348992,S,U,O,O,FG
45,Comet 45 S ,2007,411312,S,U,S,D,FG
45,Comet 45 S ,2007,324064,S,U,S,D,CP
45,Comet 45S ,2004,243048,S,U,S,D,FG
45,Conrad Mahogany Yawl 45 ,1978,160000,S,U,S,D,W
45,Corel 45 ,1996,162032,S,U,S,D,FG
45,Davidson 45 ,1981,115000,S,U,S,D,AL
45,Del Pardo Grand Soleil 45 ,2005,199424,S,U,S,D,FG
45,Dufour 44 Performance ,2006,172003,S,U,S,D,FG
45,Dufour 45 Performance ,2009,297890,S,U,S,D,FG
45,Dufour 45 Performance ,2009,267568,S,U,S,D,FG
45,Dufour 455 ,2008,230584,S,U,S,D,FG
45,Dufour 455 ,2008,130872,S,U,S,D,FG
45,Dufour 455 ,2006,123394,S,U,S,D,FG
45,Dufour 455 Grand Large ,2011,248034,S,U,S,D,FG
45,Dufour 455 Grand Large ,2006,188115,S,U,S,D,FG
45,Dufour 455 Grand Large ,2008,162032,S,U,S,D,FG
45,Dufour 455 Grand Large ,2005,148322,S,U,S,D,FG
45,Dufour 455 Grand Large ,2006,123394,S,U,S,D,FG
45,Dufour 455 Grand'Large ,2007,219366,S,U,S,D,FG
45,Dufour 45E Performance ,2015,407388,S,N,S,D,FG
45,Dufour 45E Performance ,2013,407388,S,N,S,D,FG
45,Dufour 45E Performance ,2008,218120,S,U,S,D,FG
45,Dufour Gib Sea 455 ,2007,115000,S,U,S,D,FG
45,Dynamique Yachts 47 ,1989,137104,S,U,S,D,FG
45,Elan 434 ,2006,204086,S,U,S,D,FG
45,Elan 45 ,2001,114669,S,U,S,D,FG
45,Elan 45 ,2003,94151,S,U,S,D,FG
45,Elan 45 ,2004,89741,S,U,S,D,FG
45,Elan 45 ,2003,87123,S,U,S,D,FG
45,Elan 45 ,2003,87123,S,U,S,D,FG
45,Elan 45 ,2003,87123,S,U,S,D,FG
45,Elan 45 ,2003,87123,S,U,S,D,FG
45,Elan 45 ,2002,78523,S,U,S,D,FG
45,Elan Impression 444 ,2013,236816,S,U,S,D,FG
45,Feeling 44 ,2003,161907,S,U,S,D,FG
45,Feeling 446 ,1989,119279,S,U,S,D,FG
45,FrersCruiser/Racer Mas... ,1990,89000,S,U,S,D,FG
45,Gary Mull NZ45 ,1987,64000,S,U,S,D,FG
45,Graal 45' Sailing Cat ,1993,236489,S,U,S,D,CP
45,Grand Soleil 45 ,2005,271715,S,U,S,D,FG
45,Grand Soleil 45 ,2004,224352,S,U,S,D,FG
45,Grand Soleil 45 ,2004,199424,S,U,S,D,FG
45,Grand Soleil 45 ,2004,199424,S,U,S,D,FG
45,Grand Soleil 45 ,2004,197040,S,U,S,D,FG
45,Grand Soleil 45 ,2005,196931,S,U,S,D,FG
45,Grand Soleil 45 ,2004,196313,S,U,S,D,FG
45,Grand Soleil 45 ,2006,193192,S,U,S,D,FG
45,Grand Soleil 45 ,1990,162032,S,U,S,D,FG
45,Grand Soleil 45 Race ,2004,292904,S,U,S,D,FG
45,Grand Soleil 45 Race ,2004,261744,S,U,S,D,FG
45,Grand Soleil 46 B&C ,2011,310354,S,U,O,O,FG
45,Grand SoleilGrand Sole... ,1992,170757,S,U,S,D,FG
45,Gulfstar Center Cockpit ,1985,89000,S,U,S,D,FG
45,Gulfstar HIRSCH ,1986,74900,S,U,S,D,FG
45,Hanse 455 ,2015,211763,S,N,S,D,CP
45,Hanse Varianta 44 ,2011,180603,S,U,S,D,FG
45,HerreshoffMobjack Stay... ,1982,279000,S,U,S,D,FG
45,Hood / Little HarborSh... ,1993,495000,S,U,S,D,FG
45,Hunter 45 Center Cockpit ,2009,249900,S,U,S,D,FG
45,Hunter 45 Deck Salon ,2009,249500,S,U,S,D,FG
45,Hunter 45 Deck Salon ,2008,229000,S,U,S,D,FG
45,Hunter 45 DS ,2010,185000,S,U,S,D,FG
45,Hunter 45cc ,2006,255000,S,U,S,D,FG
45,Hunter 45cc ,2006,249000,S,U,S,D,FG
45,Hunter 45DS ,2009,265000,S,U,S,D,O
45,Hunter Legend 45 ,1986,73900,S,U,S,D,FG
45,Ice Yachts ICE 44 ,2014,623200,S,N,S,D,CP
45,Island Packet 420 ,2004,345510,S,U,S,D,FG
45,Island Packet 420 ,2002,314021,S,U,S,D,FG
45,Island Packet 420 ,2002,314021,S,U,S,D,FG
45,Italia Yachts 13.98 ,2014,536949,S,N,S,D,FG
45,Jan Hermann LingeClass... ,1948,311600,S,U,S,D,W
45,Jeanneau 45 ,2007,229900,S,U,S,D,FG
45,Jeanneau 45 ,2005,119530,S,U,S,D,FG
45,Jeanneau 45.2 ,2000,160786,S,U,S,D,FG
45,Jeanneau 45.2 ,2002,124017,S,U,S,D,FG
45,Jeanneau Sun Odyssey 45 ,2007,246164,S,U,S,D,FG
45,Jeanneau Sun Odyssey 44i ,2010,218120,S,U,S,D,FG
45,Jeanneau Sun Odyssey 44i ,2009,162032,S,U,S,D,FG
45,Jeanneau Sun Odyssey 45 ,2007,265415,S,U,S,D,FG
45,Jeanneau Sun Odyssey 45 ,2006,259000,S,U,O,O,FG
45,Jeanneau Sun Odyssey 45 ,2006,188456,S,U,S,D,FG
45,Jeanneau Sun Odyssey 45 ,2007,174496,S,U,S,D,FG
45,Jeanneau Sun Odyssey 45 ,2006,134611,S,U,S,D,FG
45,Jeanneau Sun Odyssey 45 ,2005,123394,S,U,S,D,FG
45,Jeanneau Sun Odyssey 45 DS ,2010,289000,S,U,O,O,FG
45,Jeanneau Sun Odyssey 45 DS ,2008,261744,S,U,S,D,FG
45,Jeanneau Sun Odyssey 45 DS ,2009,243048,S,U,S,D,FG
45,Jeanneau Sun Odyssey 45 DS ,2008,224352,S,U,S,D,FG
45,Jeanneau Sun Odyssey 45 DS ,2008,186835,S,U,S,D,FG
45,Jeanneau Sun Odyssey 45.1 ,1995,74659,S,U,S,D,FG
45,Jeanneau Sun Odyssey 45.2 ,2002,192000,S,U,S,D,FG
45,Jeanneau Sun Odyssey 45.2 ,2000,154624,S,U,S,D,FG
45,Jeanneau Sun Odyssey 45.2 ,2000,148945,S,U,S,D,FG
45,Jeanneau Sun Odyssey 45.2 ,2003,124640,S,U,S,D,FG
45,Jeanneau Sun Odyssey 45.2 ,1997,81016,S,U,S,D,FG
45,Jeanneau Sunkiss 45 ,1984,74722,S,U,S,D,FG
45,Koopmans Concord 45 ,1998,430008,S,U,S,D,AL
45,Malt Javelin 45 ,1992,124640,S,U,S,D,AL
45,Marine Service VISMARA 45 ,2003,305368,S,U,S,D,FG
45,Marine Service SrlVism... ,2006,336528,S,U,S,D,CP
45,MorganCharter Business... ,1983,85000,S,U,S,D,FG
45,Morgan Nelson Marek ,1984,90000,S,U,S,D,FG
45,Morgan NELSON MAREK 454 ,1983,79000,S,U,S,D,FG
45,Morgan NELSON MAREK 454 ,1984,58500,S,U,S,D,FG
45,Morgan ,1967,90000,S,U,S,D,FG
45,Morgan Catalina- Nelso... ,1985,89900,S,U,S,D,FG
45,Nautor Swan 45 ,2004,473632,S,U,S,D,FG
45,Nautor Swan 45 ,2004,367688,S,U,O,O,FG
45,Nautor Swan 45 - 022 ,2003,392616,S,U,S,D,FG
45,Nautor Swan 45 - 038 ,2004,367688,S,U,S,D,CP
45,Nautor Swan 45-037 ,2004,423130,S,U,S,D,CP
45,Nautor Swan 45-13 ,2003,405080,S,U,S,D,FG
45,Nautor Swan 47 ,1976,205656,S,U,S,D,FG
45,Nautor's Swan Swan 45 ,2002,361456,S,U,S,D,FG
45,Neel 45 ,2013,560880,S,U,S,D,FG
45,Neel 45 ,2012,574720,S,N,S,D,CP
45,New York 32 design #125 ,1936,150000,S,U,S,D,W
45,Oceanis 461 S/1306.4 ,2000,99089,S,U,S,D,FG
45,Roberts 45 ,2004,118408,S,U,S,D,ST
45,Sabre 456 ,2013,644900,S,U,S,D,FG
45,Sadler Barracuda ,1988,78525,S,U,S,D,FG
45,Sadler Barracuda 45 ,1989,99089,S,U,S,D,FG
45,Salona 45 ,2005,228091,S,U,S,D,FG
45,Salona 45 ,2005,168264,S,U,S,D,FG
45,Salona 45 ,2006,155800,S,U,S,D,FG
45,Salona 45 ,2005,150814,S,U,S,D,FG
45,Salona 45 ,2003,149568,S,U,S,D,FG
45,Salona 45 ,2009,134611,S,U,S,D,FG
45,Salona 45 ,2003,123394,S,U,S,D,FG
45,Samson45 C-Breeze Pilo... ,1995,60165,S,U,S,D,FC
45,Sangermani Yawl 45 ,1954,238062,S,U,S,D,W
45,Sleeker 45 (JFR) ,2009,706709,S,U,S,D,FG
45,Soubise PlaisanceFrey... ,2001,311600,S,U,T,D,CP
45,Southerly 135 Galley UP ,2006,459000,S,U,S,D,FG
45,Sparkman & Stephens45 ... ,1970,280440,S,U,S,D,W
45,Sparkman & StephensNew... ,2010,436240,S,U,S,D,W
45,Sparkman & Stephens Yawl ,2010,1059440,S,U,S,D,W
45,Sparkman And Stephens Yawl ,1962,125000,S,U,S,D,FG
45,Starmarine Felci Yachts 45 ,2007,286672,S,U,S,D,CP
45,Sun Odyssey 44i ,2010,162032,S,U,S,D,FG
45,Sun Odyssey 45 Performance ,2007,155800,S,U,S,D,FG
45,Sweden Yachts 42 ,2004,290385,S,U,S,D,FG
45,Sweden Yachts 42 ,2004,282690,S,U,S,D,FG
45,Sweden Yachts Sweden 45 ,2007,498560,S,U,S,D,FG
45,Sweden Yachts Sweden 45 ,2001,448704,S,U,S,D,FG
45,Vismara Marine Vismara 46 ,2007,373920,S,U,S,D,CP
45,Wauquiez Centurion ,1993,170000,S,U,S,D,FG
45,Wauquiez CENTURION 45 S ,2004,330296,S,U,S,D,FG
45,Wauquiez Centurion 45S ,2003,233923,S,U,S,D,FG
45,Wauquiez Centurion 45s ,2005,330296,S,U,S,D,FG
45,Wauquiez Centurion 45s ,2005,310354,S,U,S,D,FG
45,Wauquiez Centurion 45s ,2005,284900,S,U,S,D,FG
45,Wauquiez Centurion 45s ,2003,261744,S,U,S,D,FG
45,Wauquiez Centurion 45s ,2003,249280,S,U,S,D,FG
45,Wauquiez Centurion 45s ,2003,236754,S,U,S,D,FG
45,Wauquiez Centurion 45s ,2006,235570,S,U,S,D,FG
45,William Fife Iii8 mete... ,1929,149568,S,U,S,D,W
45,X 46 ,2004,535952,S,U,S,D,CP
45,X Yacht 452 ,1989,87248,S,U,S,D,FG
45,X Yachts 46 ,2004,274208,S,U,S,D,CP
45,X-Yachts IMX 45 ,2002,243048,S,U,S,D,FG
45,X-Yachts IMX 45 ,2003,240000,S,U,S,D,FG
45,X-Yachts IMX 45 ,2002,230584,S,U,S,D,FG
45,X-Yachts IMX 45 ,2002,138350,S,U,S,D,FG
45,X-Yachts IMX-45 ,2002,243048,S,U,S,D,FG
45,X-Yachts IMX-45 ,2002,147075,S,U,S,D,FG
45,X-Yachts X-452 ,1991,149568,S,U,S,D,FG
45,X-Yachts X-46 ,2004,355224,S,U,S,D,FG
45,X-Yachts X-46 ,2004,336528,S,U,S,G,FG
45,X-Yachts X-46 ,2004,285426,S,U,S,D,FG
45,X-Yachts Xc 45 ,2011,604504,S,U,S,D,FG
45,X-Yachts Xc 45 ,2011,542184,S,U,S,D,FG
45,X-Yachts Xc 45 ,2009,523488,S,U,S,D,FG
44,Alan Pape Cutty Hunk 38 ,1982,99950,S,U,S,D,W
44,AldenCutter Bermudian ... ,1990,309000,S,U,S,D,FG
44,Alden MK I ,1983,155000,S,U,S,D,FG
44,Anker & JensenCruiser ... ,1952,125640,S,U,S,D,W
44,Bavaria 44 ,2004,155000,S,U,S,D,FG
44,Bavaria 44 ,2003,141337,S,U,S,D,FG
44,Bavaria 44 ,2002,137104,S,U,S,D,FG
44,Bavaria 44 ,2003,135858,S,U,S,D,FG
44,Bavaria 44 ,2002,129000,S,U,S,D,FG
44,Bavaria 44 ,2003,119654,S,U,S,D,FG
44,Bavaria 44 ,2003,118408,S,U,S,D,FG
44,Bavaria 44 ,2003,109621,S,U,S,D,FG
44,Bavaria 44 ,2004,99463,S,U,S,D,FG
